"              ELEM","                 X","                 Y","                 Z","             SAT_G","             SAT_L","              PRES","           PCAP_GL","             DEN_G","             DEN_L","             VIS_G","             VIS_L"
"                  ","               (M)","               (M)","               (M)","               (-)","               (-)","              (PA)","              (PA)","         (KG/M**3)","         (KG/M**3)","            (PA*S)","            (PA*S)"
"TIME [sec]  0.30986000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.74520845811E+000,  0.25479154189E+000,  0.66979856550E+006,  0.00000000000E+000,  0.11289734253E+001,  0.99947624599E+003,  0.19351864957E-004,  0.11358348285E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99679323317E+000,  0.32067668291E-002,  0.66979856549E+006,  0.00000000000E+000,  0.11289734253E+001,  0.99947624599E+003,  0.19351864957E-004,  0.11358348285E-002
"TIME [sec]  0.30993000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.74431814562E+000,  0.25568185438E+000,  0.67030049521E+006,  0.00000000000E+000,  0.11298119719E+001,  0.99947647797E+003,  0.19351866605E-004,  0.11358347279E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99678081571E+000,  0.32191842904E-002,  0.67030049520E+006,  0.00000000000E+000,  0.11298119719E+001,  0.99947647797E+003,  0.19351866605E-004,  0.11358347279E-002
"TIME [sec]  0.30999000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.74354479034E+000,  0.25645520966E+000,  0.67073710222E+006,  0.00000000000E+000,  0.11305413874E+001,  0.99947667976E+003,  0.19351868038E-004,  0.11358346404E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99677002253E+000,  0.32299774712E-002,  0.67073710220E+006,  0.00000000000E+000,  0.11305413874E+001,  0.99947667976E+003,  0.19351868038E-004,  0.11358346404E-002
"TIME [sec]  0.31006000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.74264254681E+000,  0.25735745319E+000,  0.67124719807E+006,  0.00000000000E+000,  0.11313935767E+001,  0.99947691551E+003,  0.19351869713E-004,  0.11358345382E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99675742131E+000,  0.32425786943E-002,  0.67124719806E+006,  0.00000000000E+000,  0.11313935767E+001,  0.99947691551E+003,  0.19351869713E-004,  0.11358345382E-002
"TIME [sec]  0.31012000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.74186919853E+000,  0.25813080147E+000,  0.67168504234E+006,  0.00000000000E+000,  0.11321250593E+001,  0.99947711787E+003,  0.19351871150E-004,  0.11358344505E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99674661327E+000,  0.32533867349E-002,  0.67168504233E+006,  0.00000000000E+000,  0.11321250593E+001,  0.99947711787E+003,  0.19351871150E-004,  0.11358344505E-002
"TIME [sec]  0.31019000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.74096696320E+000,  0.25903303680E+000,  0.67219658474E+006,  0.00000000000E+000,  0.11329796653E+001,  0.99947735429E+003,  0.19351872829E-004,  0.11358343480E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99673399468E+000,  0.32660053201E-002,  0.67219658473E+006,  0.00000000000E+000,  0.11329796653E+001,  0.99947735429E+003,  0.19351872829E-004,  0.11358343480E-002
"TIME [sec]  0.31025000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.74019362195E+000,  0.25980637805E+000,  0.67263567154E+006,  0.00000000000E+000,  0.11337132237E+001,  0.99947755722E+003,  0.19351874271E-004,  0.11358342601E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99672317174E+000,  0.32768282619E-002,  0.67263567153E+006,  0.00000000000E+000,  0.11337132236E+001,  0.99947755722E+003,  0.19351874271E-004,  0.11358342601E-002
"TIME [sec]  0.31032000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73929139483E+000,  0.26070860517E+000,  0.67314866665E+006,  0.00000000000E+000,  0.11345702566E+001,  0.99947779431E+003,  0.19351875955E-004,  0.11358341573E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99671053574E+000,  0.32894642574E-002,  0.67314866664E+006,  0.00000000000E+000,  0.11345702566E+001,  0.99947779431E+003,  0.19351875955E-004,  0.11358341573E-002
"TIME [sec]  0.31038000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73851806064E+000,  0.26148193936E+000,  0.67358900128E+006,  0.00000000000E+000,  0.11353058996E+001,  0.99947799782E+003,  0.19351877401E-004,  0.11358340691E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99669969786E+000,  0.33003021418E-002,  0.67358900126E+006,  0.00000000000E+000,  0.11353058996E+001,  0.99947799782E+003,  0.19351877401E-004,  0.11358340691E-002
"TIME [sec]  0.31045000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73761584176E+000,  0.26238415824E+000,  0.67410345528E+006,  0.00000000000E+000,  0.11361653699E+001,  0.99947823558E+003,  0.19351879089E-004,  0.11358339660E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99668704440E+000,  0.33129555961E-002,  0.67410345527E+006,  0.00000000000E+000,  0.11361653699E+001,  0.99947823558E+003,  0.19351879089E-004,  0.11358339660E-002
"TIME [sec]  0.31051000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73684251464E+000,  0.26315748536E+000,  0.67454504306E+006,  0.00000000000E+000,  0.11369031065E+001,  0.99947843967E+003,  0.19351880539E-004,  0.11358338775E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99667619154E+000,  0.33238084647E-002,  0.67454504305E+006,  0.00000000000E+000,  0.11369031065E+001,  0.99947843967E+003,  0.19351880539E-004,  0.11358338775E-002
"TIME [sec]  0.31057000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73606919079E+000,  0.26393080921E+000,  0.67498721102E+006,  0.00000000000E+000,  0.11376418124E+001,  0.99947864403E+003,  0.19351881991E-004,  0.11358337889E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99666533174E+000,  0.33346682633E-002,  0.67498721101E+006,  0.00000000000E+000,  0.11376418124E+001,  0.99947864403E+003,  0.19351881991E-004,  0.11358337889E-002
"TIME [sec]  0.31064000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73512496880E+000,  0.26487503120E+000,  0.67552788514E+006,  0.00000000000E+000,  0.11385450872E+001,  0.99947889391E+003,  0.19351883766E-004,  0.11358336806E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99665206199E+000,  0.33479380075E-002,  0.67552788512E+006,  0.00000000000E+000,  0.11385450871E+001,  0.99947889391E+003,  0.19351883766E-004,  0.11358336806E-002
"TIME [sec]  0.31070000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73430113316E+000,  0.26569886684E+000,  0.67600033604E+006,  0.00000000000E+000,  0.11393343851E+001,  0.99947911226E+003,  0.19351885316E-004,  0.11358335859E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99664047609E+000,  0.33595239125E-002,  0.67600033603E+006,  0.00000000000E+000,  0.11393343851E+001,  0.99947911226E+003,  0.19351885316E-004,  0.11358335859E-002
"TIME [sec]  0.31077000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73333999755E+000,  0.26666000245E+000,  0.67655236594E+006,  0.00000000000E+000,  0.11402566314E+001,  0.99947936739E+003,  0.19351887129E-004,  0.11358334754E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99662694867E+000,  0.33730513295E-002,  0.67655236593E+006,  0.00000000000E+000,  0.11402566314E+001,  0.99947936739E+003,  0.19351887129E-004,  0.11358334754E-002
"TIME [sec]  0.31083000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73251617615E+000,  0.26748382385E+000,  0.67702625101E+006,  0.00000000000E+000,  0.11410483253E+001,  0.99947958640E+003,  0.19351888684E-004,  0.11358333804E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99661534573E+000,  0.33846542744E-002,  0.67702625100E+006,  0.00000000000E+000,  0.11410483253E+001,  0.99947958640E+003,  0.19351888684E-004,  0.11358333804E-002
"TIME [sec]  0.31090000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73155505614E+000,  0.26844494386E+000,  0.67757995849E+006,  0.00000000000E+000,  0.11419733742E+001,  0.99947984231E+003,  0.19351890502E-004,  0.11358332695E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99660179838E+000,  0.33982016171E-002,  0.67757995848E+006,  0.00000000000E+000,  0.11419733742E+001,  0.99947984231E+003,  0.19351890502E-004,  0.11358332695E-002
"TIME [sec]  0.31096000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.73073124286E+000,  0.26926875714E+000,  0.67805528781E+006,  0.00000000000E+000,  0.11427674810E+001,  0.99948006199E+003,  0.19351892063E-004,  0.11358331742E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99659017826E+000,  0.34098217393E-002,  0.67805528780E+006,  0.00000000000E+000,  0.11427674810E+001,  0.99948006199E+003,  0.19351892063E-004,  0.11358331742E-002
"TIME [sec]  0.31103000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72977013233E+000,  0.27022986767E+000,  0.67861068410E+006,  0.00000000000E+000,  0.11436953513E+001,  0.99948031867E+003,  0.19351893886E-004,  0.11358330630E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99657661085E+000,  0.34233891537E-002,  0.67861068409E+006,  0.00000000000E+000,  0.11436953512E+001,  0.99948031867E+003,  0.19351893886E-004,  0.11358330630E-002
"TIME [sec]  0.31109000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72894632718E+000,  0.27105367282E+000,  0.67908746427E+006,  0.00000000000E+000,  0.11444918819E+001,  0.99948053902E+003,  0.19351895451E-004,  0.11358329674E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99656497350E+000,  0.34350265046E-002,  0.67908746426E+006,  0.00000000000E+000,  0.11444918819E+001,  0.99948053902E+003,  0.19351895451E-004,  0.11358329674E-002
"TIME [sec]  0.31116000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72798522617E+000,  0.27201477383E+000,  0.67964455711E+006,  0.00000000000E+000,  0.11454225865E+001,  0.99948079649E+003,  0.19351897280E-004,  0.11358328558E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99655138595E+000,  0.34486140509E-002,  0.67964455709E+006,  0.00000000000E+000,  0.11454225865E+001,  0.99948079649E+003,  0.19351897280E-004,  0.11358328558E-002
"TIME [sec]  0.31122000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72716142919E+000,  0.27283857081E+000,  0.68012279479E+006,  0.00000000000E+000,  0.11462215521E+001,  0.99948101751E+003,  0.19351898850E-004,  0.11358327600E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99653973132E+000,  0.34602686819E-002,  0.68012279478E+006,  0.00000000000E+000,  0.11462215521E+001,  0.99948101751E+003,  0.19351898850E-004,  0.11358327600E-002
"TIME [sec]  0.31129000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72620033771E+000,  0.27379966229E+000,  0.68068159195E+006,  0.00000000000E+000,  0.11471551041E+001,  0.99948127577E+003,  0.19351900684E-004,  0.11358326481E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99652612358E+000,  0.34738764203E-002,  0.68068159193E+006,  0.00000000000E+000,  0.11471551040E+001,  0.99948127577E+003,  0.19351900684E-004,  0.11358326481E-002
"TIME [sec]  0.31135000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72537654892E+000,  0.27462345108E+000,  0.68116129383E+006,  0.00000000000E+000,  0.11479565158E+001,  0.99948149747E+003,  0.19351902259E-004,  0.11358325520E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99651445162E+000,  0.34855483833E-002,  0.68116129382E+006,  0.00000000000E+000,  0.11479565158E+001,  0.99948149747E+003,  0.19351902259E-004,  0.11358325520E-002
"TIME [sec]  0.31142000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72441546701E+000,  0.27558453299E+000,  0.68172180314E+006,  0.00000000000E+000,  0.11488929282E+001,  0.99948175651E+003,  0.19351904099E-004,  0.11358324397E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99650082363E+000,  0.34991763743E-002,  0.68172180313E+006,  0.00000000000E+000,  0.11488929282E+001,  0.99948175651E+003,  0.19351904099E-004,  0.11358324397E-002
"TIME [sec]  0.31148000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72359168643E+000,  0.27640831357E+000,  0.68220297595E+006,  0.00000000000E+000,  0.11496967974E+001,  0.99948197889E+003,  0.19351905679E-004,  0.11358323433E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99648913428E+000,  0.35108657212E-002,  0.68220297594E+006,  0.00000000000E+000,  0.11496967973E+001,  0.99948197889E+003,  0.19351905679E-004,  0.11358323433E-002
"TIME [sec]  0.31154000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72276790965E+000,  0.27723209035E+000,  0.68268482994E+006,  0.00000000000E+000,  0.11505018045E+001,  0.99948220159E+003,  0.19351907261E-004,  0.11358322467E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99647743689E+000,  0.35225631091E-002,  0.68268482993E+006,  0.00000000000E+000,  0.11505018045E+001,  0.99948220159E+003,  0.19351907261E-004,  0.11358322467E-002
"TIME [sec]  0.31161000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72180684180E+000,  0.27819315820E+000,  0.68324785581E+006,  0.00000000000E+000,  0.11514424212E+001,  0.99948246179E+003,  0.19351909109E-004,  0.11358321339E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99646377919E+000,  0.35362208096E-002,  0.68324785580E+006,  0.00000000000E+000,  0.11514424211E+001,  0.99948246179E+003,  0.19351909109E-004,  0.11358321339E-002
"TIME [sec]  0.31167000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72098307685E+000,  0.27901692315E+000,  0.68373118855E+006,  0.00000000000E+000,  0.11522498988E+001,  0.99948268517E+003,  0.19351910696E-004,  0.11358320371E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99645206439E+000,  0.35479356069E-002,  0.68373118853E+006,  0.00000000000E+000,  0.11522498988E+001,  0.99948268517E+003,  0.19351910696E-004,  0.11358320371E-002
"TIME [sec]  0.31174000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.72002202412E+000,  0.27997797588E+000,  0.68429594282E+006,  0.00000000000E+000,  0.11531934030E+001,  0.99948294618E+003,  0.19351912550E-004,  0.11358319239E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99643838637E+000,  0.35616136321E-002,  0.68429594281E+006,  0.00000000000E+000,  0.11531934029E+001,  0.99948294618E+003,  0.19351912550E-004,  0.11358319239E-002
"TIME [sec]  0.31180000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71919826858E+000,  0.28080173142E+000,  0.68478076256E+006,  0.00000000000E+000,  0.11540033649E+001,  0.99948317024E+003,  0.19351914141E-004,  0.11358318268E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99642665407E+000,  0.35733459262E-002,  0.68478076255E+006,  0.00000000000E+000,  0.11540033648E+001,  0.99948317024E+003,  0.19351914141E-004,  0.11358318268E-002
"TIME [sec]  0.31187000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71823722552E+000,  0.28176277448E+000,  0.68534725645E+006,  0.00000000000E+000,  0.11549497753E+001,  0.99948343205E+003,  0.19351916001E-004,  0.11358317133E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99641295558E+000,  0.35870444155E-002,  0.68534725644E+006,  0.00000000000E+000,  0.11549497753E+001,  0.99948343205E+003,  0.19351916001E-004,  0.11358317133E-002
"TIME [sec]  0.31193000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71741347829E+000,  0.28258652171E+000,  0.68583357073E+006,  0.00000000000E+000,  0.11557622340E+001,  0.99948365680E+003,  0.19351917597E-004,  0.11358316159E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99640120572E+000,  0.35987942752E-002,  0.68583357072E+006,  0.00000000000E+000,  0.11557622340E+001,  0.99948365680E+003,  0.19351917597E-004,  0.11358316159E-002
"TIME [sec]  0.31200000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71645244494E+000,  0.28354755506E+000,  0.68640181228E+006,  0.00000000000E+000,  0.11567115642E+001,  0.99948391942E+003,  0.19351919463E-004,  0.11358315020E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99638748671E+000,  0.36125132903E-002,  0.68640181227E+006,  0.00000000000E+000,  0.11567115642E+001,  0.99948391942E+003,  0.19351919463E-004,  0.11358315020E-002
"TIME [sec]  0.31206000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71562870604E+000,  0.28437129396E+000,  0.68688962801E+006,  0.00000000000E+000,  0.11575265314E+001,  0.99948414487E+003,  0.19351921064E-004,  0.11358314043E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99637571923E+000,  0.36242807686E-002,  0.68688962800E+006,  0.00000000000E+000,  0.11575265313E+001,  0.99948414487E+003,  0.19351921064E-004,  0.11358314043E-002
"TIME [sec]  0.31213000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71466768243E+000,  0.28533231757E+000,  0.68745962532E+006,  0.00000000000E+000,  0.11584787948E+001,  0.99948440830E+003,  0.19351922935E-004,  0.11358312901E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99636197963E+000,  0.36380203715E-002,  0.68745962531E+006,  0.00000000000E+000,  0.11584787947E+001,  0.99948440830E+003,  0.19351922935E-004,  0.11358312901E-002
"TIME [sec]  0.31219000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71384395188E+000,  0.28615604812E+000,  0.68794894947E+006,  0.00000000000E+000,  0.11592962819E+001,  0.99948463444E+003,  0.19351924542E-004,  0.11358311920E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99635019448E+000,  0.36498055218E-002,  0.68794894946E+006,  0.00000000000E+000,  0.11592962819E+001,  0.99948463444E+003,  0.19351924542E-004,  0.11358311920E-002
"TIME [sec]  0.31226000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71288293805E+000,  0.28711706195E+000,  0.68852071068E+006,  0.00000000000E+000,  0.11602514922E+001,  0.99948489868E+003,  0.19351926419E-004,  0.11358310775E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99633643423E+000,  0.36635657749E-002,  0.68852071067E+006,  0.00000000000E+000,  0.11602514922E+001,  0.99948489868E+003,  0.19351926419E-004,  0.11358310775E-002
"TIME [sec]  0.31232000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71205921589E+000,  0.28794078411E+000,  0.68901155026E+006,  0.00000000000E+000,  0.11610715111E+001,  0.99948512553E+003,  0.19351928030E-004,  0.11358309792E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99632463135E+000,  0.36753686506E-002,  0.68901155025E+006,  0.00000000000E+000,  0.11610715111E+001,  0.99948512553E+003,  0.19351928030E-004,  0.11358309792E-002
"TIME [sec]  0.31239000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71109821185E+000,  0.28890178815E+000,  0.68958508357E+006,  0.00000000000E+000,  0.11620296820E+001,  0.99948539059E+003,  0.19351929913E-004,  0.11358308643E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99631085038E+000,  0.36891496166E-002,  0.68958508356E+006,  0.00000000000E+000,  0.11620296819E+001,  0.99948539059E+003,  0.19351929913E-004,  0.11358308643E-002
"TIME [sec]  0.31245000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.71027449811E+000,  0.28972550189E+000,  0.69007744562E+006,  0.00000000000E+000,  0.11628522444E+001,  0.99948561814E+003,  0.19351931529E-004,  0.11358307656E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99629902973E+000,  0.37009702715E-002,  0.69007744561E+006,  0.00000000000E+000,  0.11628522444E+001,  0.99948561814E+003,  0.19351931529E-004,  0.11358307656E-002
"TIME [sec]  0.31251000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70945078879E+000,  0.29054921121E+000,  0.69057051243E+006,  0.00000000000E+000,  0.11636759842E+001,  0.99948584601E+003,  0.19351933148E-004,  0.11358306668E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99628720086E+000,  0.37127991429E-002,  0.69057051241E+006,  0.00000000000E+000,  0.11636759842E+001,  0.99948584601E+003,  0.19351933148E-004,  0.11358306668E-002
"TIME [sec]  0.31258000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70848980082E+000,  0.29151019918E+000,  0.69114664957E+006,  0.00000000000E+000,  0.11646385051E+001,  0.99948611227E+003,  0.19351935039E-004,  0.11358305514E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99627338953E+000,  0.37266104704E-002,  0.69114664956E+006,  0.00000000000E+000,  0.11646385051E+001,  0.99948611227E+003,  0.19351935039E-004,  0.11358305514E-002
"TIME [sec]  0.31264000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70766610087E+000,  0.29233389913E+000,  0.69164124867E+006,  0.00000000000E+000,  0.11654648048E+001,  0.99948634085E+003,  0.19351936663E-004,  0.11358304523E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99626154281E+000,  0.37384571868E-002,  0.69164124866E+006,  0.00000000000E+000,  0.11654648048E+001,  0.99948634085E+003,  0.19351936663E-004,  0.11358304523E-002
"TIME [sec]  0.31271000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70670512278E+000,  0.29329487722E+000,  0.69221917830E+006,  0.00000000000E+000,  0.11664303204E+001,  0.99948660794E+003,  0.19351938560E-004,  0.11358303365E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99624771062E+000,  0.37522893824E-002,  0.69221917829E+006,  0.00000000000E+000,  0.11664303203E+001,  0.99948660794E+003,  0.19351938560E-004,  0.11358303365E-002
"TIME [sec]  0.31277000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70588143131E+000,  0.29411856869E+000,  0.69271531740E+006,  0.00000000000E+000,  0.11672591929E+001,  0.99948683723E+003,  0.19351940189E-004,  0.11358302371E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99623584599E+000,  0.37641540115E-002,  0.69271531739E+006,  0.00000000000E+000,  0.11672591929E+001,  0.99948683723E+003,  0.19351940189E-004,  0.11358302371E-002
"TIME [sec]  0.31284000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70492046313E+000,  0.29507953687E+000,  0.69329504790E+006,  0.00000000000E+000,  0.11682277170E+001,  0.99948710516E+003,  0.19351942092E-004,  0.11358301210E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99622199286E+000,  0.37780071388E-002,  0.69329504789E+006,  0.00000000000E+000,  0.11682277170E+001,  0.99948710516E+003,  0.19351942092E-004,  0.11358301210E-002
"TIME [sec]  0.31290000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70409678016E+000,  0.29590321984E+000,  0.69379273421E+006,  0.00000000000E+000,  0.11690591744E+001,  0.99948733516E+003,  0.19351943726E-004,  0.11358300212E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99621011026E+000,  0.37898897352E-002,  0.69379273420E+006,  0.00000000000E+000,  0.11690591744E+001,  0.99948733516E+003,  0.19351943726E-004,  0.11358300212E-002
"TIME [sec]  0.31297000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70313582193E+000,  0.29686417807E+000,  0.69437427400E+006,  0.00000000000E+000,  0.11700307212E+001,  0.99948760392E+003,  0.19351945635E-004,  0.11358299047E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99619623614E+000,  0.38037638581E-002,  0.69437427399E+006,  0.00000000000E+000,  0.11700307212E+001,  0.99948760392E+003,  0.19351945635E-004,  0.11358299047E-002
"TIME [sec]  0.31303000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70231214750E+000,  0.29768785250E+000,  0.69487351476E+006,  0.00000000000E+000,  0.11708647755E+001,  0.99948783465E+003,  0.19351947274E-004,  0.11358298047E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99618433552E+000,  0.38156644766E-002,  0.69487351474E+006,  0.00000000000E+000,  0.11708647755E+001,  0.99948783465E+003,  0.19351947274E-004,  0.11358298047E-002
"TIME [sec]  0.31310000E+08"
