"              ELEM","                 X","                 Y","                 Z","             SAT_G","             SAT_L","              PRES","           PCAP_GL","             DEN_G","             DEN_L","             VIS_G","             VIS_L"
"                  ","               (M)","               (M)","               (M)","               (-)","               (-)","              (PA)","              (PA)","         (KG/M**3)","         (KG/M**3)","            (PA*S)","            (PA*S)"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70135119924E+000,  0.29864880076E+000,  0.69545687232E+006,  0.00000000000E+000,  0.11718393592E+001,  0.99948810424E+003,  0.19351949189E-004,  0.11358296878E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99617044034E+000,  0.38295596595E-002,  0.69545687231E+006,  0.00000000000E+000,  0.11718393592E+001,  0.99948810424E+003,  0.19351949189E-004,  0.11358296878E-002
"TIME [sec]  0.31316000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.70052753338E+000,  0.29947246662E+000,  0.69595767482E+006,  0.00000000000E+000,  0.11726760226E+001,  0.99948833569E+003,  0.19351950833E-004,  0.11358295875E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99615852164E+000,  0.38414783553E-002,  0.69595767481E+006,  0.00000000000E+000,  0.11726760226E+001,  0.99948833569E+003,  0.19351950833E-004,  0.11358295875E-002
"TIME [sec]  0.31323000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69956659512E+000,  0.30043340488E+000,  0.69654285869E+006,  0.00000000000E+000,  0.11736536574E+001,  0.99948860613E+003,  0.19351952754E-004,  0.11358294703E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99614460534E+000,  0.38553946624E-002,  0.69654285867E+006,  0.00000000000E+000,  0.11736536574E+001,  0.99948860613E+003,  0.19351952754E-004,  0.11358294703E-002
"TIME [sec]  0.31329000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69874293785E+000,  0.30125706215E+000,  0.69704523026E+006,  0.00000000000E+000,  0.11744929422E+001,  0.99948883830E+003,  0.19351954403E-004,  0.11358293696E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99613266851E+000,  0.38673314909E-002,  0.69704523025E+006,  0.00000000000E+000,  0.11744929422E+001,  0.99948883830E+003,  0.19351954403E-004,  0.11358293696E-002
"TIME [sec]  0.31336000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69778200854E+000,  0.30221799146E+000,  0.69763224969E+006,  0.00000000000E+000,  0.11754736435E+001,  0.99948910959E+003,  0.19351956330E-004,  0.11358292520E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99611873100E+000,  0.38812690030E-002,  0.69763224968E+006,  0.00000000000E+000,  0.11754736435E+001,  0.99948910959E+003,  0.19351956330E-004,  0.11358292520E-002
"TIME [sec]  0.31342000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69695835145E+000,  0.30304164855E+000,  0.69813620290E+006,  0.00000000000E+000,  0.11763155707E+001,  0.99948934249E+003,  0.19351957985E-004,  0.11358291510E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99610677586E+000,  0.38932241423E-002,  0.69813620289E+006,  0.00000000000E+000,  0.11763155706E+001,  0.99948934249E+003,  0.19351957985E-004,  0.11358291510E-002
"TIME [sec]  0.31348000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69613469834E+000,  0.30386530166E+000,  0.69864088622E+006,  0.00000000000E+000,  0.11771587176E+001,  0.99948957573E+003,  0.19351959642E-004,  0.11358290499E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99609481230E+000,  0.39051876953E-002,  0.69864088621E+006,  0.00000000000E+000,  0.11771587175E+001,  0.99948957573E+003,  0.19351959642E-004,  0.11358290499E-002
"TIME [sec]  0.31355000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69517377502E+000,  0.30482622498E+000,  0.69923060837E+006,  0.00000000000E+000,  0.11781439342E+001,  0.99948984827E+003,  0.19351961577E-004,  0.11358289318E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99608084358E+000,  0.39191564208E-002,  0.69923060836E+006,  0.00000000000E+000,  0.11781439342E+001,  0.99948984827E+003,  0.19351961577E-004,  0.11358289318E-002
"TIME [sec]  0.31361000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69435013057E+000,  0.30564986943E+000,  0.69973687906E+006,  0.00000000000E+000,  0.11789897330E+001,  0.99949008224E+003,  0.19351963239E-004,  0.11358288303E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99606886176E+000,  0.39311382443E-002,  0.69973687905E+006,  0.00000000000E+000,  0.11789897330E+001,  0.99949008224E+003,  0.19351963239E-004,  0.11358288303E-002
"TIME [sec]  0.31368000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69338921737E+000,  0.30661078263E+000,  0.70032845750E+006,  0.00000000000E+000,  0.11799780509E+001,  0.99949035563E+003,  0.19351965182E-004,  0.11358287118E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99605487168E+000,  0.39451283200E-002,  0.70032845749E+006,  0.00000000000E+000,  0.11799780508E+001,  0.99949035563E+003,  0.19351965182E-004,  0.11358287118E-002
"TIME [sec]  0.31374000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69256558161E+000,  0.30743441839E+000,  0.70083632306E+006,  0.00000000000E+000,  0.11808265141E+001,  0.99949059034E+003,  0.19351966849E-004,  0.11358286101E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99604287153E+000,  0.39571284703E-002,  0.70083632304E+006,  0.00000000000E+000,  0.11808265141E+001,  0.99949059034E+003,  0.19351966849E-004,  0.11358286101E-002
"TIME [sec]  0.31381000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69160467857E+000,  0.30839532143E+000,  0.70142976657E+006,  0.00000000000E+000,  0.11818179479E+001,  0.99949086459E+003,  0.19351968797E-004,  0.11358284912E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99602886004E+000,  0.39711399622E-002,  0.70142976655E+006,  0.00000000000E+000,  0.11818179478E+001,  0.99949086459E+003,  0.19351968797E-004,  0.11358284912E-002
"TIME [sec]  0.31387000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.69078105153E+000,  0.30921894847E+000,  0.70193923453E+006,  0.00000000000E+000,  0.11826690882E+001,  0.99949110004E+003,  0.19351970469E-004,  0.11358283891E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99601684150E+000,  0.39831584958E-002,  0.70193923452E+006,  0.00000000000E+000,  0.11826690882E+001,  0.99949110004E+003,  0.19351970469E-004,  0.11358283891E-002
"TIME [sec]  0.31394000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68982015867E+000,  0.31017984133E+000,  0.70253455195E+006,  0.00000000000E+000,  0.11836636525E+001,  0.99949137516E+003,  0.19351972424E-004,  0.11358282698E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99600280853E+000,  0.39971914699E-002,  0.70253455193E+006,  0.00000000000E+000,  0.11836636525E+001,  0.99949137516E+003,  0.19351972424E-004,  0.11358282698E-002
"TIME [sec]  0.31400000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68899654037E+000,  0.31100345963E+000,  0.70304562992E+006,  0.00000000000E+000,  0.11845174826E+001,  0.99949161135E+003,  0.19351974102E-004,  0.11358281674E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99599077156E+000,  0.40092284438E-002,  0.70304562990E+006,  0.00000000000E+000,  0.11845174826E+001,  0.99949161135E+003,  0.19351974102E-004,  0.11358281674E-002
"TIME [sec]  0.31407000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68803565773E+000,  0.31196434227E+000,  0.70364283012E+006,  0.00000000000E+000,  0.11855151924E+001,  0.99949188734E+003,  0.19351976062E-004,  0.11358280478E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99597671703E+000,  0.40232829666E-002,  0.70364283011E+006,  0.00000000000E+000,  0.11855151924E+001,  0.99949188734E+003,  0.19351976062E-004,  0.11358280478E-002
"TIME [sec]  0.31413000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68721204822E+000,  0.31278795178E+000,  0.70415552573E+006,  0.00000000000E+000,  0.11863717250E+001,  0.99949212428E+003,  0.19351977745E-004,  0.11358279451E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99596466156E+000,  0.40353384378E-002,  0.70415552572E+006,  0.00000000000E+000,  0.11863717250E+001,  0.99949212428E+003,  0.19351977745E-004,  0.11358279451E-002
"TIME [sec]  0.31420000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68625117583E+000,  0.31374882417E+000,  0.70475461767E+006,  0.00000000000E+000,  0.11873725953E+001,  0.99949240115E+003,  0.19351979712E-004,  0.11358278250E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99595058542E+000,  0.40494145761E-002,  0.70475461765E+006,  0.00000000000E+000,  0.11873725952E+001,  0.99949240115E+003,  0.19351979712E-004,  0.11358278250E-002
"TIME [sec]  0.31426000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68542757565E+000,  0.31457242435E+000,  0.70526893828E+006,  0.00000000000E+000,  0.11882318427E+001,  0.99949263883E+003,  0.19351981400E-004,  0.11358277220E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99593851141E+000,  0.40614885941E-002,  0.70526893827E+006,  0.00000000000E+000,  0.11882318426E+001,  0.99949263883E+003,  0.19351981400E-004,  0.11358277220E-002
"TIME [sec]  0.31433000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68446671439E+000,  0.31553328561E+000,  0.70586993042E+006,  0.00000000000E+000,  0.11892358874E+001,  0.99949291658E+003,  0.19351983373E-004,  0.11358276016E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99592441360E+000,  0.40755864025E-002,  0.70586993041E+006,  0.00000000000E+000,  0.11892358874E+001,  0.99949291658E+003,  0.19351983373E-004,  0.11358276016E-002
"TIME [sec]  0.31439000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68364312323E+000,  0.31635687677E+000,  0.70638588398E+006,  0.00000000000E+000,  0.11900978629E+001,  0.99949315502E+003,  0.19351985067E-004,  0.11358274982E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99591232097E+000,  0.40876790298E-002,  0.70638588397E+006,  0.00000000000E+000,  0.11900978629E+001,  0.99949315502E+003,  0.19351985067E-004,  0.11358274982E-002
"TIME [sec]  0.31446000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68268227230E+000,  0.31731772770E+000,  0.70698878590E+006,  0.00000000000E+000,  0.11911050983E+001,  0.99949343364E+003,  0.19351987046E-004,  0.11358273774E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99589820141E+000,  0.41017985882E-002,  0.70698878589E+006,  0.00000000000E+000,  0.11911050983E+001,  0.99949343364E+003,  0.19351987046E-004,  0.11358273774E-002
"TIME [sec]  0.31452000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68185869000E+000,  0.31814131000E+000,  0.70750638032E+006,  0.00000000000E+000,  0.11919698151E+001,  0.99949367284E+003,  0.19351988745E-004,  0.11358272737E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99588609011E+000,  0.41139098856E-002,  0.70750638031E+006,  0.00000000000E+000,  0.11919698150E+001,  0.99949367284E+003,  0.19351988745E-004,  0.11358272737E-002
"TIME [sec]  0.31458000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68103511180E+000,  0.31896488820E+000,  0.70802473471E+006,  0.00000000000E+000,  0.11928358014E+001,  0.99949391240E+003,  0.19351990447E-004,  0.11358271699E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99587397018E+000,  0.41260298196E-002,  0.70802473469E+006,  0.00000000000E+000,  0.11928358014E+001,  0.99949391240E+003,  0.19351990447E-004,  0.11358271699E-002
"TIME [sec]  0.31465000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.68007427602E+000,  0.31992572398E+000,  0.70863044425E+006,  0.00000000000E+000,  0.11938477274E+001,  0.99949419232E+003,  0.19351992436E-004,  0.11358270485E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99585981871E+000,  0.41401812880E-002,  0.70863044424E+006,  0.00000000000E+000,  0.11938477273E+001,  0.99949419232E+003,  0.19351992436E-004,  0.11358270485E-002
"TIME [sec]  0.31471000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67925070672E+000,  0.32074929328E+000,  0.70915045096E+006,  0.00000000000E+000,  0.11947164742E+001,  0.99949443263E+003,  0.19351994143E-004,  0.11358269443E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99584768002E+000,  0.41523199771E-002,  0.70915045095E+006,  0.00000000000E+000,  0.11947164742E+001,  0.99949443263E+003,  0.19351994143E-004,  0.11358269443E-002
"TIME [sec]  0.31478000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67828988134E+000,  0.32171011866E+000,  0.70975809283E+006,  0.00000000000E+000,  0.11957316283E+001,  0.99949471344E+003,  0.19351996137E-004,  0.11358268226E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99583350664E+000,  0.41664933626E-002,  0.70975809282E+006,  0.00000000000E+000,  0.11957316283E+001,  0.99949471344E+003,  0.19351996137E-004,  0.11358268226E-002
"TIME [sec]  0.31484000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67746632098E+000,  0.32253367902E+000,  0.71027975978E+006,  0.00000000000E+000,  0.11966031488E+001,  0.99949495452E+003,  0.19351997850E-004,  0.11358267181E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99582134913E+000,  0.41786508655E-002,  0.71027975976E+006,  0.00000000000E+000,  0.11966031488E+001,  0.99949495452E+003,  0.19351997850E-004,  0.11358267181E-002
"TIME [sec]  0.31491000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67650550605E+000,  0.32349449395E+000,  0.71088934323E+006,  0.00000000000E+000,  0.11976215467E+001,  0.99949523623E+003,  0.19351999851E-004,  0.11358265960E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99580715376E+000,  0.41928462365E-002,  0.71088934321E+006,  0.00000000000E+000,  0.11976215467E+001,  0.99949523623E+003,  0.19351999851E-004,  0.11358265960E-002
"TIME [sec]  0.31497000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67568195465E+000,  0.32431804535E+000,  0.71141267837E+006,  0.00000000000E+000,  0.11984958542E+001,  0.99949547809E+003,  0.19352001569E-004,  0.11358264911E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99579497739E+000,  0.42050226119E-002,  0.71141267835E+006,  0.00000000000E+000,  0.11984958541E+001,  0.99949547809E+003,  0.19352001569E-004,  0.11358264911E-002
"TIME [sec]  0.31504000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67472115019E+000,  0.32527884981E+000,  0.71202421271E+006,  0.00000000000E+000,  0.11995175112E+001,  0.99949576070E+003,  0.19352003577E-004,  0.11358263686E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99578075996E+000,  0.42192400373E-002,  0.71202421270E+006,  0.00000000000E+000,  0.11995175112E+001,  0.99949576070E+003,  0.19352003577E-004,  0.11358263686E-002
"TIME [sec]  0.31510000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67389762875E+000,  0.32610237125E+000,  0.71254921069E+006,  0.00000000000E+000,  0.12003945967E+001,  0.99949600332E+003,  0.19352005300E-004,  0.11358262634E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99576856497E+000,  0.42314350337E-002,  0.71254921067E+006,  0.00000000000E+000,  0.12003945967E+001,  0.99949600332E+003,  0.19352005300E-004,  0.11358262634E-002
"TIME [sec]  0.31517000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67293690819E+000,  0.32706309181E+000,  0.71316265838E+006,  0.00000000000E+000,  0.12014194503E+001,  0.99949628681E+003,  0.19352007314E-004,  0.11358261405E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99575432651E+000,  0.42456734941E-002,  0.71316265836E+006,  0.00000000000E+000,  0.12014194503E+001,  0.99949628681E+003,  0.19352007314E-004,  0.11358261405E-002
"TIME [sec]  0.31523000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67214623950E+000,  0.32785376050E+000,  0.71366832017E+006,  0.00000000000E+000,  0.12022642319E+001,  0.99949652049E+003,  0.19352008974E-004,  0.11358260392E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99574259981E+000,  0.42574001908E-002,  0.71366832016E+006,  0.00000000000E+000,  0.12022642319E+001,  0.99949652049E+003,  0.19352008974E-004,  0.11358260392E-002
"TIME [sec]  0.31530000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.67118547122E+000,  0.32881452878E+000,  0.71428373821E+006,  0.00000000000E+000,  0.12032923772E+001,  0.99949680490E+003,  0.19352010994E-004,  0.11358259159E-002
