Time (days),TimeElapsed,Gas Pressure (MPa),Water Injection Rate (kg/s)
284.83761574074015,24609969.999999948,4.529349779912001,8.383436959349473e-09
285.0239699074082,24626071.000000067,4.526595900364001,8.382958449725729e-09
285.21148148148495,24642272.000000298,4.529349779912001,8.384368248751386e-09
285.39898148148495,24658472.000000298,4.526595900364001,8.386810864200346e-09
285.58487268518365,24674532.999999866,4.525218960589999,8.378030135332274e-09
285.7708796296283,24690603.99999989,4.527972840138,8.382707361074688e-09
285.95826388888963,24706794.000000063,4.525218960589999,8.38608807897002e-09
286.14311342592555,24722764.999999966,4.526595900364001,8.38329134060692e-09
286.33039351851767,24738945.999999925,4.526595900364001,8.382918855468431e-09
286.5175462962943,24755115.99999983,4.523842020816,8.384639826889965e-09
286.70378472222365,24771207.000000123,4.525218960589999,8.380228201947171e-09
286.89268518518656,24787528.00000012,4.527972840138,8.383312787208608e-09
287.08030092592526,24803737.99999994,4.523842020816,8.383622948889534e-09
287.26607638889254,24819789.000000317,4.525218960589999,8.3851926980784e-09
287.45254629629926,24835900.000000257,4.525218960589999,8.381751474178987e-09
287.6390046296292,24852009.999999963,4.522465081042,8.384145127404863e-09
