"              ELEM","                 X","                 Y","                 Z","              ROCK","            KABS_1","            KABS_2","            KABS_3","              PRES","             SAT_G","             SAT_L"
"                  ","               (M)","               (M)","               (M)","                  ","            (M**2)","            (M**2)","            (M**2)","              (PA)","               (-)","               (-)"
"TIME [sec]  0.17676752E+08"
"             A2T44", -0.73730000000E-002,  0.38700000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20035409326E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T45", -0.73730000000E-002,  0.38700000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033776564E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T46", -0.73730000000E-002,  0.38700000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031908737E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T47", -0.73730000000E-002,  0.38700000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20029726806E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T48", -0.73730000000E-002,  0.38700000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20027100433E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T49", -0.73730000000E-002,  0.38700000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20023789739E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T50", -0.73730000000E-002, -0.38700000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20998270519E+007,  0.62836065240E-005,  0.99999371639E+000
"             A2T51", -0.73730000000E-002, -0.38700000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049482248E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T52", -0.73730000000E-002, -0.38700000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049118465E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T53", -0.73730000000E-002, -0.38700000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048713549E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T54", -0.73730000000E-002, -0.38700000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048268852E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T55", -0.73730000000E-002, -0.38700000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047784703E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T56", -0.73730000000E-002, -0.38700000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047260823E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T57", -0.73730000000E-002, -0.38700000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046696460E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T58", -0.73730000000E-002, -0.38700000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046090395E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T59", -0.73730000000E-002, -0.38700000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045440895E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T60", -0.73730000000E-002, -0.38700000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044745614E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T61", -0.73730000000E-002, -0.38700000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044001458E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T62", -0.73730000000E-002, -0.38700000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043204390E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T63", -0.73730000000E-002, -0.38700000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042349190E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T64", -0.73730000000E-002, -0.38700000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041429117E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T65", -0.73730000000E-002, -0.38700000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040435471E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T66", -0.73730000000E-002, -0.38700000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039356991E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T67", -0.73730000000E-002, -0.38700000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038179000E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T68", -0.73730000000E-002, -0.38700000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036882154E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T69", -0.73730000000E-002, -0.38700000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20035440469E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T70", -0.73730000000E-002, -0.38700000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033818005E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T71", -0.73730000000E-002, -0.38700000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031962802E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T72", -0.73730000000E-002, -0.38700000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20029794928E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T73", -0.73730000000E-002, -0.38700000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20027180879E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T74", -0.73730000000E-002, -0.38700000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20023873434E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T75", -0.26120000000E-002,  0.38866000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20998270519E+007,  0.62838508761E-005,  0.99999371615E+000
"             A2T76", -0.26120000000E-002,  0.38866000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049437148E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T77", -0.26120000000E-002,  0.38866000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049080258E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T78", -0.26120000000E-002,  0.38866000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048679592E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T79", -0.26120000000E-002,  0.38866000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048236289E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T80", -0.26120000000E-002,  0.38866000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047750786E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T81", -0.26120000000E-002,  0.38866000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047222849E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T82", -0.26120000000E-002,  0.38866000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046651591E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T83", -0.26120000000E-002,  0.38866000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046035453E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T84", -0.26120000000E-002,  0.38866000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045372121E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T85", -0.26120000000E-002,  0.38866000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044658393E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T86", -0.26120000000E-002,  0.38866000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043889976E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T87", -0.26120000000E-002,  0.38866000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043061201E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T88", -0.26120000000E-002,  0.38866000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042164634E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T89", -0.26120000000E-002,  0.38866000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041190549E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T90", -0.26120000000E-002,  0.38866000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040126215E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T91", -0.26120000000E-002,  0.38866000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038954925E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T92", -0.26120000000E-002,  0.38866000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037654680E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T93", -0.26120000000E-002,  0.38866000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036196382E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T94", -0.26120000000E-002,  0.38866000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20034541391E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T95", -0.26120000000E-002,  0.38866000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20032638245E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T96", -0.26120000000E-002,  0.38866000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20030418459E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T97", -0.26120000000E-002,  0.38866000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20027791825E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T98", -0.26120000000E-002,  0.38866000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20024643387E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2T99", -0.26120000000E-002,  0.38866000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20020839846E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 0",  0.70984000000E-002,  0.34828000000E-003,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20998270519E+007,  0.62836075454E-005,  0.99999371639E+000
"             A2U 1",  0.70984000000E-002,  0.34828000000E-003,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049486256E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 2",  0.70984000000E-002,  0.34828000000E-003,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049125905E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 3",  0.70984000000E-002,  0.34828000000E-003,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048723265E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 4",  0.70984000000E-002,  0.34828000000E-003,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048279897E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 5",  0.70984000000E-002,  0.34828000000E-003,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047796291E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 6",  0.70984000000E-002,  0.34828000000E-003,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047272226E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 7",  0.70984000000E-002,  0.34828000000E-003,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046706910E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 8",  0.70984000000E-002,  0.34828000000E-003,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046098999E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U 9",  0.70984000000E-002,  0.34828000000E-003,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045446549E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U10",  0.70984000000E-002,  0.34828000000E-003,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044746904E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U11",  0.70984000000E-002,  0.34828000000E-003,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043996538E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U12",  0.70984000000E-002,  0.34828000000E-003,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043190830E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U13",  0.70984000000E-002,  0.34828000000E-003,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042323766E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U14",  0.70984000000E-002,  0.34828000000E-003,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041387539E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U15",  0.70984000000E-002,  0.34828000000E-003,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040372011E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U16",  0.70984000000E-002,  0.34828000000E-003,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039263964E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U17",  0.70984000000E-002,  0.34828000000E-003,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038046060E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U18",  0.70984000000E-002,  0.34828000000E-003,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036695309E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U19",  0.70984000000E-002,  0.34828000000E-003,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20035180716E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U20",  0.70984000000E-002,  0.34828000000E-003,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033459455E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U21",  0.70984000000E-002,  0.34828000000E-003,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031470203E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U22",  0.70984000000E-002,  0.34828000000E-003,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20029120899E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U23",  0.70984000000E-002,  0.34828000000E-003,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20026265790E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U24",  0.70984000000E-002,  0.34828000000E-003,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20022665227E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U25",  0.81591000000E-002,  0.23914000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20998270519E+007,  0.62834537786E-005,  0.99999371655E+000
"             A2U26",  0.81591000000E-002,  0.23914000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049513930E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U27",  0.81591000000E-002,  0.23914000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049149467E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U28",  0.81591000000E-002,  0.23914000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048744694E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U29",  0.81591000000E-002,  0.23914000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048300867E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U30",  0.81591000000E-002,  0.23914000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047818218E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U31",  0.81591000000E-002,  0.23914000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047296421E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U32",  0.81591000000E-002,  0.23914000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046734712E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U33",  0.81591000000E-002,  0.23914000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046131893E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U34",  0.81591000000E-002,  0.23914000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045486272E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U35",  0.81591000000E-002,  0.23914000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044795574E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U36",  0.81591000000E-002,  0.23914000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044056794E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U37",  0.81591000000E-002,  0.23914000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043266025E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U38",  0.81591000000E-002,  0.23914000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042418213E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U39",  0.81591000000E-002,  0.23914000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041506846E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U40",  0.81591000000E-002,  0.23914000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040523543E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U41",  0.81591000000E-002,  0.23914000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039457487E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U42",  0.81591000000E-002,  0.23914000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038294653E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U43",  0.81591000000E-002,  0.23914000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037016671E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U44",  0.81591000000E-002,  0.23914000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20035599066E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U45",  0.81591000000E-002,  0.23914000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20034008280E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U46",  0.81591000000E-002,  0.23914000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20032196131E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U47",  0.81591000000E-002,  0.23914000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20030088280E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U48",  0.81591000000E-002,  0.23914000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20027557303E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U49",  0.81591000000E-002,  0.23914000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20024351702E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U50", -0.22770000000E-002, -0.29500000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20998270519E+007,  0.62838935548E-005,  0.99999371611E+000
"             A2U51", -0.22770000000E-002, -0.29500000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049428496E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U52", -0.22770000000E-002, -0.29500000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049072253E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U53", -0.22770000000E-002, -0.29500000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048672003E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U54", -0.22770000000E-002, -0.29500000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048228749E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U55", -0.22770000000E-002, -0.29500000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047742883E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U56", -0.22770000000E-002, -0.29500000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047214146E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U57", -0.22770000000E-002, -0.29500000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046641619E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U58", -0.22770000000E-002, -0.29500000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046023680E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U59", -0.22770000000E-002, -0.29500000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045357920E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U60", -0.22770000000E-002, -0.29500000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044641001E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U61", -0.22770000000E-002, -0.29500000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043868436E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U62", -0.22770000000E-002, -0.29500000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043034297E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U63", -0.22770000000E-002, -0.29500000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042130800E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U64", -0.22770000000E-002, -0.29500000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041147750E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U65", -0.22770000000E-002, -0.29500000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040071794E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U66", -0.22770000000E-002, -0.29500000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038885402E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U67", -0.22770000000E-002, -0.29500000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037565504E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2U68", -0.22770000000E-002, -0.29500000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036081668E+007,  0.00000000000E+000,  0.10000000000E+001
