"              ELEM","                 X","                 Y","                 Z","             SAT_G","             SAT_L","             SAT_S","              PRES","           PCAP_GL","             DEN_G","             DEN_L","             DEN_S","             VIS_G","             VIS_L","             VIS_S"
"                  ","               (M)","               (M)","               (M)","               (-)","               (-)","               (-)","              (PA)","              (PA)","         (KG/M**3)","         (KG/M**3)","         (KG/M**3)","            (PA*S)","            (PA*S)","            (PA*S)"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39959121576E+000,  0.60040878424E+000,  0.00000000000E+000,  0.35357684781E+007,  0.00000000000E+000,  0.85612888405E+002,  0.10092850406E+004,  0.21614121737E+004,  0.15593325024E-004,  0.11368631619E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39936920923E+000,  0.60063079077E+000,  0.00000000000E+000,  0.35357684781E+007,  0.00000000000E+000,  0.85612888405E+002,  0.10092850406E+004,  0.21614121737E+004,  0.15593325024E-004,  0.11368631619E-002,  0.10000000000E+001
"TIME [sec]  0.69818100E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39959031161E+000,  0.60040968839E+000,  0.00000000000E+000,  0.35362226944E+007,  0.00000000000E+000,  0.85628187820E+002,  0.10092860040E+004,  0.21614122130E+004,  0.15593602111E-004,  0.11368628864E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39936551246E+000,  0.60063448754E+000,  0.00000000000E+000,  0.35362226944E+007,  0.00000000000E+000,  0.85628187820E+002,  0.10092860040E+004,  0.21614122130E+004,  0.15593602111E-004,  0.11368628864E-002,  0.10000000000E+001
"TIME [sec]  0.70690900E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958940750E+000,  0.60041059250E+000,  0.00000000000E+000,  0.35366769980E+007,  0.00000000000E+000,  0.85643490175E+002,  0.10092869673E+004,  0.21614122522E+004,  0.15593879252E-004,  0.11368626108E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39936181584E+000,  0.60063818416E+000,  0.00000000000E+000,  0.35366769980E+007,  0.00000000000E+000,  0.85643490175E+002,  0.10092869673E+004,  0.21614122522E+004,  0.15593879252E-004,  0.11368626108E-002,  0.10000000000E+001
"TIME [sec]  0.71563600E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958850364E+000,  0.60041149636E+000,  0.00000000000E+000,  0.35371312847E+007,  0.00000000000E+000,  0.85658791963E+002,  0.10092879304E+004,  0.21614122915E+004,  0.15594156383E-004,  0.11368623352E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39935812024E+000,  0.60064187976E+000,  0.00000000000E+000,  0.35371312847E+007,  0.00000000000E+000,  0.85658791963E+002,  0.10092879304E+004,  0.21614122915E+004,  0.15594156383E-004,  0.11368623352E-002,  0.10000000000E+001
"TIME [sec]  0.72436300E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958759993E+000,  0.60041240007E+000,  0.00000000000E+000,  0.35375856067E+007,  0.00000000000E+000,  0.85674094938E+002,  0.10092888933E+004,  0.21614123308E+004,  0.15594433536E-004,  0.11368620597E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39935442522E+000,  0.60064557478E+000,  0.00000000000E+000,  0.35375856067E+007,  0.00000000000E+000,  0.85674094938E+002,  0.10092888933E+004,  0.21614123308E+004,  0.15594433536E-004,  0.11368620597E-002,  0.10000000000E+001
"TIME [sec]  0.73309000E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958669635E+000,  0.60041330365E+000,  0.00000000000E+000,  0.35380399639E+007,  0.00000000000E+000,  0.85689399100E+002,  0.10092898562E+004,  0.21614123701E+004,  0.15594710709E-004,  0.11368617841E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39935073079E+000,  0.60064926921E+000,  0.00000000000E+000,  0.35380399639E+007,  0.00000000000E+000,  0.85689399100E+002,  0.10092898562E+004,  0.21614123701E+004,  0.15594710709E-004,  0.11368617841E-002,  0.10000000000E+001
"TIME [sec]  0.74181800E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958579282E+000,  0.60041420718E+000,  0.00000000000E+000,  0.35384944085E+007,  0.00000000000E+000,  0.85704706202E+002,  0.10092908190E+004,  0.21614124094E+004,  0.15594987936E-004,  0.11368615084E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39934703653E+000,  0.60065296347E+000,  0.00000000000E+000,  0.35384944085E+007,  0.00000000000E+000,  0.85704706202E+002,  0.10092908190E+004,  0.21614124094E+004,  0.15594987936E-004,  0.11368615084E-002,  0.10000000000E+001
"TIME [sec]  0.75054500E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958488954E+000,  0.60041511046E+000,  0.00000000000E+000,  0.35389488362E+007,  0.00000000000E+000,  0.85720012738E+002,  0.10092917817E+004,  0.21614124487E+004,  0.15595265153E-004,  0.11368612328E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39934334327E+000,  0.60065665673E+000,  0.00000000000E+000,  0.35389488362E+007,  0.00000000000E+000,  0.85720012738E+002,  0.10092917817E+004,  0.21614124487E+004,  0.15595265153E-004,  0.11368612328E-002,  0.10000000000E+001
"TIME [sec]  0.75927200E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958398640E+000,  0.60041601360E+000,  0.00000000000E+000,  0.35394032991E+007,  0.00000000000E+000,  0.85735320461E+002,  0.10092927442E+004,  0.21614124880E+004,  0.15595542392E-004,  0.11368609571E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39933965060E+000,  0.60066034940E+000,  0.00000000000E+000,  0.35394032991E+007,  0.00000000000E+000,  0.85735320461E+002,  0.10092927442E+004,  0.21614124880E+004,  0.15595542392E-004,  0.11368609571E-002,  0.10000000000E+001
"TIME [sec]  0.76800000E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958308330E+000,  0.60041691670E+000,  0.00000000000E+000,  0.35398578494E+007,  0.00000000000E+000,  0.85750631125E+002,  0.10092937067E+004,  0.21614125273E+004,  0.15595819683E-004,  0.11368606814E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39933595810E+000,  0.60066404190E+000,  0.00000000000E+000,  0.35398578494E+007,  0.00000000000E+000,  0.85750631125E+002,  0.10092937067E+004,  0.21614125273E+004,  0.15595819683E-004,  0.11368606814E-002,  0.10000000000E+001
"TIME [sec]  0.77672700E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958218045E+000,  0.60041781955E+000,  0.00000000000E+000,  0.35403123828E+007,  0.00000000000E+000,  0.85765941222E+002,  0.10092946689E+004,  0.21614125666E+004,  0.15596096964E-004,  0.11368604057E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39933226660E+000,  0.60066773340E+000,  0.00000000000E+000,  0.35403123828E+007,  0.00000000000E+000,  0.85765941222E+002,  0.10092946689E+004,  0.21614125666E+004,  0.15596096964E-004,  0.11368604057E-002,  0.10000000000E+001
"TIME [sec]  0.78545400E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958127774E+000,  0.60041872226E+000,  0.00000000000E+000,  0.35407669515E+007,  0.00000000000E+000,  0.85781252507E+002,  0.10092956311E+004,  0.21614126059E+004,  0.15596374267E-004,  0.11368601300E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39932857569E+000,  0.60067142431E+000,  0.00000000000E+000,  0.35407669515E+007,  0.00000000000E+000,  0.85781252507E+002,  0.10092956311E+004,  0.21614126059E+004,  0.15596374267E-004,  0.11368601300E-002,  0.10000000000E+001
"TIME [sec]  0.79418100E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39958037518E+000,  0.60041962482E+000,  0.00000000000E+000,  0.35412215554E+007,  0.00000000000E+000,  0.85796564978E+002,  0.10092965931E+004,  0.21614126452E+004,  0.15596651592E-004,  0.11368598543E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39932488537E+000,  0.60067511463E+000,  0.00000000000E+000,  0.35412215554E+007,  0.00000000000E+000,  0.85796564978E+002,  0.10092965931E+004,  0.21614126452E+004,  0.15596651592E-004,  0.11368598543E-002,  0.10000000000E+001
"TIME [sec]  0.80290900E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957947266E+000,  0.60042052734E+000,  0.00000000000E+000,  0.35416762467E+007,  0.00000000000E+000,  0.85811880392E+002,  0.10092975552E+004,  0.21614126845E+004,  0.15596928969E-004,  0.11368595785E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39932119521E+000,  0.60067880479E+000,  0.00000000000E+000,  0.35416762467E+007,  0.00000000000E+000,  0.85811880392E+002,  0.10092975552E+004,  0.21614126845E+004,  0.15596928969E-004,  0.11368595785E-002,  0.10000000000E+001
"TIME [sec]  0.81163600E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957857039E+000,  0.60042142961E+000,  0.00000000000E+000,  0.35421309211E+007,  0.00000000000E+000,  0.85827195238E+002,  0.10092985170E+004,  0.21614127238E+004,  0.15597206336E-004,  0.11368593027E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39931750606E+000,  0.60068249394E+000,  0.00000000000E+000,  0.35421309211E+007,  0.00000000000E+000,  0.85827195238E+002,  0.10092985170E+004,  0.21614127238E+004,  0.15597206336E-004,  0.11368593027E-002,  0.10000000000E+001
"TIME [sec]  0.82036300E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957766826E+000,  0.60042233174E+000,  0.00000000000E+000,  0.35425856308E+007,  0.00000000000E+000,  0.85842511272E+002,  0.10092994786E+004,  0.21614127631E+004,  0.15597483725E-004,  0.11368590269E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39931381750E+000,  0.60068618250E+000,  0.00000000000E+000,  0.35425856308E+007,  0.00000000000E+000,  0.85842511272E+002,  0.10092994786E+004,  0.21614127631E+004,  0.15597483725E-004,  0.11368590269E-002,  0.10000000000E+001
"TIME [sec]  0.82909000E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957676628E+000,  0.60042323372E+000,  0.00000000000E+000,  0.35430403757E+007,  0.00000000000E+000,  0.85857828494E+002,  0.10093004402E+004,  0.21614128024E+004,  0.15597761136E-004,  0.11368587511E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39931012952E+000,  0.60068987048E+000,  0.00000000000E+000,  0.35430403757E+007,  0.00000000000E+000,  0.85857828494E+002,  0.10093004402E+004,  0.21614128024E+004,  0.15597761136E-004,  0.11368587511E-002,  0.10000000000E+001
"TIME [sec]  0.83781800E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957586434E+000,  0.60042413566E+000,  0.00000000000E+000,  0.35434952080E+007,  0.00000000000E+000,  0.85873148658E+002,  0.10093014018E+004,  0.21614128417E+004,  0.15598038599E-004,  0.11368584753E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39930644171E+000,  0.60069355829E+000,  0.00000000000E+000,  0.35434952080E+007,  0.00000000000E+000,  0.85873148658E+002,  0.10093014018E+004,  0.21614128417E+004,  0.15598038599E-004,  0.11368584753E-002,  0.10000000000E+001
"TIME [sec]  0.84654500E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957496265E+000,  0.60042503735E+000,  0.00000000000E+000,  0.35439500234E+007,  0.00000000000E+000,  0.85888468254E+002,  0.10093023631E+004,  0.21614128810E+004,  0.15598316053E-004,  0.11368581994E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39930275490E+000,  0.60069724510E+000,  0.00000000000E+000,  0.35439500234E+007,  0.00000000000E+000,  0.85888468254E+002,  0.10093023631E+004,  0.21614128810E+004,  0.15598316053E-004,  0.11368581994E-002,  0.10000000000E+001
"TIME [sec]  0.85527200E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957406111E+000,  0.60042593889E+000,  0.00000000000E+000,  0.35444048741E+007,  0.00000000000E+000,  0.85903789038E+002,  0.10093033243E+004,  0.21614129204E+004,  0.15598593527E-004,  0.11368579235E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39929906869E+000,  0.60070093131E+000,  0.00000000000E+000,  0.35444048741E+007,  0.00000000000E+000,  0.85903789038E+002,  0.10093033243E+004,  0.21614129204E+004,  0.15598593527E-004,  0.11368579235E-002,  0.10000000000E+001
"TIME [sec]  0.86400000E+06"
"             A11 0",  0.25000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39957315960E+000,  0.60042684040E+000,  0.00000000000E+000,  0.35448598122E+007,  0.00000000000E+000,  0.85919112766E+002,  0.10093042855E+004,  0.21614129597E+004,  0.15598871056E-004,  0.11368576476E-002,  0.10000000000E+001
"             A11 1",  0.75000000000E+000,  0.50000000000E+000, -0.50000000000E+000,  0.39929538263E+000,  0.60070461737E+000,  0.00000000000E+000,  0.35448598122E+007,  0.00000000000E+000,  0.85919112766E+002,  0.10093042855E+004,  0.21614129597E+004,  0.15598871056E-004,  0.11368576476E-002,  0.10000000000E+001
